-9.996526888647991882e+00,-9.514503270853545303e+00,-9.996590264278440330e+00
-9.999327802297690582e+00,-9.999328009630204406e+00,-9.808840299129954587e+00
-9.974918545795944169e+00,-9.999999952385223878e+00,-9.999999952973881889e+00
-9.992854637613097779e+00,-9.992861683595622324e+00,-9.250102476943121488e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.983986324446737726e+00,-9.983905444458676115e+00,-9.217599854470435616e+00
-9.997366601157274602e+00,-9.997388426451990995e+00,-9.639187616484070631e+00
-9.994664974826047654e+00,-9.994603148718832486e+00,-9.538045167307629413e+00
-9.987337836617948383e+00,-9.987297306363648985e+00,-9.598381060547154675e+00
-9.999996609496408340e+00,-9.999996491838819779e+00,-9.691158568064341949e+00
-9.999925539409789010e+00,-9.999925510245624594e+00,-6.825001317115136246e+00
-9.997212636796950491e+00,-9.997264553960482303e+00,-8.272795631577080755e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.999990346195618329e+00,-9.999990575994885944e+00,-4.644914464722640801e+00
-5.106184076447048525e+00,-5.114597728740910121e+00,1.034235435555518556e+00
1.588069190972154709e+00,-4.663424448059409144e+00,-4.803408898213256784e+00
-9.999999570336571608e+00,-9.999999577291360353e+00,-8.988370463993536674e+00
-9.996884502777589887e+00,-9.996835062177790832e+00,-5.560576766954390848e+00
-9.999999971801942777e+00,-9.999999971528971798e+00,-8.969675025685049263e+00
-9.999761967306783461e+00,-9.999763673135856124e+00,-9.226396543213422063e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999999548937353211e+00,-9.999999549739529314e+00,-9.979440320305704049e+00
-9.999537044470173441e+00,-9.995385650707902414e+00,-9.999528149265980659e+00
-9.999999999999769074e+00,-9.547010409658582830e+00,-9.999999999999761968e+00
-9.307068672757990768e+00,-9.999999999999978684e+00,-9.999999999999978684e+00
