-1.711864391392087782e+04,-1.713422052399580207e+04,-1.714283466574358681e+04
-1.717558403324014216e+04,-1.718255999496633740e+04,-1.717110518323300130e+04
-1.724138228231689936e+04,-1.722127461430991389e+04,-1.724326995888779129e+04
-1.723007085754930449e+04,-1.730129877886302347e+04,-1.730023048618012035e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.722494338550789689e+04,-1.722114125469518331e+04,-1.722601164725178387e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.636588592161394808e+04,-1.657332530713462620e+04,-1.666205590491971452e+04
-1.721816784569865194e+04,-1.721915391641736642e+04,-1.720846634934797476e+04
-1.722755226371287790e+04,-1.722626610580038323e+04,-1.722518945105886814e+04
-1.721526383460595025e+04,-1.717359210223694754e+04,-1.721744047835335004e+04
-1.725180006867136763e+04,-1.725286836135429621e+04,-1.696250708812002267e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-1.720234873263072586e+04,-1.720129182237619898e+04,-1.722678211483711129e+04
-1.714005721630712651e+04,-1.716396718257441171e+04,-1.703286411072766350e+04
-1.706919878628168954e+04,-1.695606431733566205e+04,-1.707756100162364601e+04
-1.722910199489575098e+04,-1.722971972309558623e+04,-1.720900277065275441e+04
-1.716833536075340817e+04,-1.716640855021193420e+04,-1.716231899104027252e+04
-1.720060552599683433e+04,-1.719971554919686241e+04,-1.721577349129329377e+04
-1.709193787995001912e+04,-1.726358551805247043e+04,-1.726251109318272211e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.728342924603047140e+04,-1.727365084078407017e+04,-1.728450093060146173e+04
-1.697642792750151784e+04,-1.688403170637273797e+04,-1.705621633348659452e+04
-1.730680438259169387e+04,-1.730573608991326546e+04,-1.710830792487876533e+04
-1.952481270937391673e+04,-1.721321855521054749e+04,-1.952267612400806320e+04
